lot_id,source_lot_id,notice_id,procedure_id,lot_title,lot_description,lot_status,estimated_value,currency_code,category_id,source_id,source_file_id,source_record_id,collected_at
lot_00602,LOT-0003,not_0220,pro_0201,Gospodarowanie odpadami 19 01 14 w ilości 1 000 Mg zad.3,Gospodarowanie odpadami 19 01 14 w ilości 1 000 Mg (szczegółowy opis zawiera Część III SWZ),selec-w,,,cat_0114,src_ted_opendata,file_ted_0220,lot:LOT-0003,2026-08-19
lot_00603,LOT-0004,not_0220,pro_0201,Gospodarowanie odpadami 19 01 14 w ilości 1 500 Mg zad.4,Gospodarowanie odpadami 19 01 14 w ilości 1 500 Mg,selec-w,,,cat_0114,src_ted_opendata,file_ted_0220,lot:LOT-0004,2026-08-19
lot_00604,LOT-0005,not_0220,pro_0201,Gospodarowanie odpadami 19 01 14 w ilości 2 000 Mg zad.5,Gospodarowanie odpadami 19 01 14 w ilości 2 000 Mg (szczegółowy opis zawiera Część III SWZ),clos-nw,,,cat_0114,src_ted_opendata,file_ted_0220,lot:LOT-0005,2026-08-19
lot_00605,LOT-0006,not_0220,pro_0201,Gospodarowanie odpadami 19 01 14 w ilości 2 000 Mg zad.6,Gospodarowanie odpadami 19 01 14 w ilości 2 000 Mg (szczegółowy opis zawiera Część III SWZ),selec-w,,,cat_0114,src_ted_opendata,file_ted_0220,lot:LOT-0006,2026-08-19
lot_00606,LOT-0007,not_0220,pro_0201,Gospodarowanie odpadami 19 01 14 w ilości 2 000 Mg zad.7,Gospodarowanie odpadami 19 01 14 w ilości 2 000 Mg (szczegółowy opis zawiera Część III SWZ),selec-w,,,cat_0114,src_ted_opendata,file_ted_0220,lot:LOT-0007,2026-08-19
lot_00607,LOT-0008,not_0220,pro_0201,Gospodarowanie odpadami 19 01 14 lub 19 03 07 w ilości 2 000 Mg zad.8,Gospodarowanie odpadami 19 01 14 lub 19 03 07 w ilości 2 000 Mg (szczegółowy opis zawiera Część III SWZ),selec-w,,,cat_0114,src_ted_opendata,file_ted_0220,lot:LOT-0008,2026-08-19
lot_00608,LOT-0001,not_0221,pro_0202,MATRICE DERMALA,"MATRICE DERMALA Cantitate acord cadru: 1.MATRICE DERMALA 50/75 mm, grosime 1mm - cantitate minima 20 buc, cantitate maxima 40 buc; 2.MATRICE DERMALA 100/150 mm, grosime 1mm - cantitate minima 30 buc, cantitate maxima 60 buc; 3.MATRICE DERMALA 200/300 mm, grosime 1mm - cantitate minima 15 buc, cantitate maxima 30 buc; 4.MATRICE DERMALA 100/150 mm, grosime 2mm - cantitate minima 10, cantitate maxima 20 buc; 5.MATRICE DERMALA 200/300 mm, grosime 2mm - cantitate minima 4, cantitate maxima 8 buc; Cantitatea estimată care ar putea face obiectul unui singur contract subsecvent: 1.MATRICE DERMALA 50/75 mm, grosime 1mm - cantitate minima 5 buc, cantitate maxima 20 buc; 2.MATRICE DERMALA 100/150 mm, grosime 1mm - cantitate minima 5 buc, cantitate maxima 30 buc; 3.MATRICE DERMALA 200/300 mm, grosime 1mm - cantitate minima 5 buc, cantitate maxima 15 buc; 4.MATRICE DERMALA 100/150 mm, grosime 2mm - cantitate minima 2, cantitate maxima 10 buc; 5.MATRICE DERMALA 200/300 mm, grosime 2mm - cantitate minima 1, cantitate maxima 4 buc;",selec-w,,,cat_0178,src_ted_opendata,file_ted_0221,lot:LOT-0001,2026-08-19
lot_00609,LOT-0002,not_0221,pro_0202,Substitut piele suprahidratat,"Substitut piele suprahidratat Cantitate acord cadru: 1.Substitut piele suprahidratat 10cm/10cm - cantitate minima 150 buc, cantitate maxima 300 buc; 2.Substitut piele suprahidratat 15cm/20cm - cantitate minima 200 buc, cantitate maxima 400 buc; 3.Substitut piele suprahidratat 20cm/20cm - cantitate minima 200 buc, cantitate maxima 400 buc; 4.Substitut piele suprahidratat pentru fata - cantitate minima 150 buc, cantitate maxima 300 buc; Cantitatea estimată care ar putea face obiectul unui singur contract subsecvent: 1.Substitut piele suprahidratat 10cm/10cm - cantitate minima 15 buc, cantitate maxima 150 buc; 2.Substitut piele suprahidratat 15cm/20cm - cantitate minima 20 buc, cantitate maxima 200 buc; 3.Substitut piele suprahidratat 20cm/20cm - cantitate minima 20 buc, cantitate maxima 200 buc; 4.Substitut piele suprahidratat pentru fata - cantitate minima 15 buc, cantitate maxima 150 buc;",selec-w,,,cat_0178,src_ted_opendata,file_ted_0221,lot:LOT-0002,2026-08-19
lot_00610,LOT-0003,not_0221,pro_0202,Compresa impregnata cu unguent pe baza de trigliceride,"Compresa impregnata cu unguent pe baza de trigliceride Cantitate acord cadru: 1.Compresa impregnata cu unguent pe baza de trigliceride 10cm x 10cm - cantitate minima 3000 buc, cantitate maxima 6000 buc; 2.Compresa impregnata cu unguent pe baza de trigliceride 10cm x 20cm - cantitate minima 2000 buc, cantitate maxima 4000 buc; Cantitatea estimată care ar putea face obiectul unui singur contract subsecvent: 1.Compresa impregnata cu unguent pe baza de trigliceride 10cm x 10cm - cantitate minima 300 buc, cantitate maxima 3000 buc; 2.Compresa impregnata cu unguent pe baza de trigliceride 10cm x 20cm - cantitate minima 200 buc, cantitate maxima 2000 buc;",selec-w,,,cat_0179,src_ted_opendata,file_ted_0221,lot:LOT-0003,2026-08-19
lot_00611,LOT-0004,not_0221,pro_0202,Pansament steril cu nanocristale de argint,"Pansament steril cu nanocristale de argint Cantitate acord cadru: 1.Pansament steril cu nanocristale argint 20cmx40cm - cantitate minima 200 buc, cantitate maxima 400 buc; 2.Pansament steril cu nanocristale argint 40cmx40cm - cantitate minima 300 buc, cantitate maxima 600 buc; 3.Pansament steril cu nanocristale argint 10cmx20cm - cantitate minima 150 buc, cantitate maxima 300 buc; 4.Pansament steril cu nanocristale argint 10cmx10cm - cantitate minima 150 buc, cantitate maxima 300 buc; Cantitatea estimată care ar putea face obiectul unui singur contract subsecvent: 1.Pansament steril cu nanocristale argint 20cmx40cm - cantitate minima 20 buc, cantitate maxima 200 buc; 2.Pansament steril cu nanocristale argint 40cmx40cm - cantitate minima 30 buc, cantitate maxima 300 buc; 3.Pansament steril cu nanocristale argint 10cmx20cm - cantitate minima 15 buc, cantitate maxima 150 buc; 4.Pansament steril cu nanocristale argint 10cmx10cm - cantitate minima 15 buc, cantitate maxima 150 buc;",selec-w,,,cat_0179,src_ted_opendata,file_ted_0221,lot:LOT-0004,2026-08-19
lot_00612,LOT-0005,not_0221,pro_0202,Folie protectiva transparenta si adeziva,"Folie protectiva transparenta si adeziva Cantitate acord cadru: 1.Folie protectiva transparenta si adeziva - cantitate minima 1000 buc, cantitate maxima 2000 buc; Cantitatea estimată care ar putea face obiectul unui singur contract subsecvent: 1.Folie protectiva transparenta si adeziva - cantitate minima 100 buc, cantitate maxima 1000 buc;",selec-w,,,cat_0179,src_ted_opendata,file_ted_0221,lot:LOT-0005,2026-08-19
lot_00613,LOT-0006,not_0221,pro_0202,Pansament impregnat cu parafina,"Pansament impregnat cu parafina Cantitate acord cadru: 1.Pansament impregnat cu parafina 10cm x 7m - cantitate minima 500 buc, cantitate maxima 1000 buc; 2.Pansament impregnat cu parafina 10cm x 10cm - cantitate minima 18000 buc, cantitate maxima 36000 buc; Cantitatea estimată care ar putea face obiectul unui singur contract subsecvent: 1.Pansament impregnat cu parafina 10cm x 7m - cantitate minima 50 buc, cantitate maxima 500 buc; 2.Pansament impregnat cu parafina 10cm x 10cm - cantitate minima 1800 buc, cantitate maxima 18000 buc;",selec-w,,,cat_0179,src_ted_opendata,file_ted_0221,lot:LOT-0006,2026-08-19
lot_00614,LOT-0007,not_0221,pro_0202,Pansament impregnat cu parafina si clorhexidina,"Pansament impregnat cu parafina si clorhexidina Cantitate acord cadru: 1.Pansament cu parafina si clorhexidina 15cm/20cm - cantitate minima 3000 buc, cantitate maxima 6000 buc; 2.Pansament cu parafina si clorhexidina 15cm/100cm - cantitate minima 200 buc, cantitate maxima 400 buc; 3.Pansament cu parafina si clorhexidina 10cm/10cm - cantitate minima 4000 buc, cantitate maxima 8000 buc; Cantitatea estimată care ar putea face obiectul unui singur contract subsecvent: 1.Pansament cu parafina si clorhexidina 15cm/20cm - cantitate minima 300 buc, cantitate maxima 3000 buc; 2.Pansament cu parafina si clorhexidina 15cm/100cm - cantitate minima 20 buc, cantitate maxima 200 buc; 3.Pansament cu parafina si clorhexidina 10cm/10cm - cantitate minima 400 buc, cantitate maxima 4000 buc;",selec-w,,,cat_0179,src_ted_opendata,file_ted_0221,lot:LOT-0007,2026-08-19
lot_00615,LOT-0008,not_0221,pro_0202,Burete antimicrobian,"Burete antimicrobian Cantitate acord cadru: 1.Burete antimicrobian 12cmX12cm - cantitate minima 300 buc, cantitate maxima 600 buc; 2.Burete antimicrobian 10cmx20cm - cantitate minima 300 buc, cantitate maxima 600 buc; 3.Burete antimicrobian 17cmx17cm - cantitate minima 300 buc, cantitate maxima 600 buc; Cantitatea estimată care ar putea face obiectul unui singur contract subsecvent: 1.Burete antimicrobian 12cmX12cm - cantitate minima 30 buc, cantitate maxima 300 buc; 2.Burete antimicrobian 10cmx20cm - cantitate minima 30 buc, cantitate maxima 300 buc; 3.Burete antimicrobian 17cmx17cm - cantitate minima 30 buc, cantitate maxima 300 buc;",clos-nw,,,cat_0179,src_ted_opendata,file_ted_0221,lot:LOT-0008,2026-08-19
lot_00616,LOT-0001,not_0222,pro_0203,Обособена позиция №12-Propofol 10 mg/ml - 50 ml,Обособена позиция №12-Propofol 10 mg/ml - 50 ml,clos-nw,39.00,BGN,cat_0018,src_ted_opendata,file_ted_0222,lot:LOT-0001,2026-08-19
lot_00617,LOT-0002,not_0222,pro_0203,Обособена позиция №19-Pethidine- 50 mg/ml - 2 ml mg,Обособена позиция №19-Pethidine- 50 mg/ml - 2 ml mg,clos-nw,322.00,BGN,cat_0018,src_ted_opendata,file_ted_0222,lot:LOT-0002,2026-08-19
lot_00618,LOT-0001,not_0223,pro_0204,Maintenance préventive et corrective des chambres froides et des équipements réfrigérés du Centre Hospitalier de Capesterre-Belle-Eau- Saint Sauveur Bananier-97130 Capesterre-Belle-Eau,Maintenance préventive et corrective des chambres froides et des équipements réfrigérés du Centre Hospitalier de Capesterre-Belle-Eau- Saint Sauveur Bananier-97130 Capesterre-Belle-Eau,selec-w,320000,EUR,cat_0168,src_ted_opendata,file_ted_0223,lot:LOT-0001,2026-08-19
lot_00619,LOT-0001,not_0224,pro_0205,ZAKUP OKRESOWYCH BILETÓW NA POWIATOWĄ KOMUNIKACJĘ PUBLICZNĄ NA TERENIE POWIATU LUBIŃSKIEGO NA SIECI ORGANIZOWANEJ PRZEZ POWIAT LUBIŃSKI W RAMACH PUBLICZNEGO TRANSPORTU ZBIOROWEGO.,Przedmiotem zamówienia jest zakup (dostawa) przez Zamawiającego okresowych biletów (czyli: imiennych kart i comiesięcznych hologramów) komunikacji w ramach publicznego transportu zbiorowego w komunikacji powiatowej na sieci organizowanej przez Powiat Lubiński.,selec-w,,,cat_0180,src_ted_opendata,file_ted_0224,lot:LOT-0001,2026-08-19
lot_00620,LOT-0000,not_0225,pro_0206,KTW - Energetische Sanierung Trakt C - Medientechnik,5 St Beamer 2 St Beamerlifter 3 St Leinwände 4 St Touchpanel 3 St Mikrofon-Funkanlagen 9 St Lautsprechersysteme 1 St SMART Display,selec-w,,,cat_0181,src_ted_opendata,file_ted_0225,lot:LOT-0000,2026-08-19
lot_00621,LOT-0001,not_0226,pro_0207,"„Доставка на портативен уред за елементен анализ, за нуждите на Технически университет – София, по проект BG-RRP-2.004-0005 “Подобряване на научноизследователския капацитет и качество за международна разпознаваемост и устойчивост на ТУ-София”, финансиран чрез Национален план за възстановяване и устойчивост, BG-RRP-2.004“","Предметът на поръчката е: „Доставка на портативен уред за елементен анализ, за нуждите на Технически университет – София, по проект BG-RRP-2.004-0005 “Подобряване на научноизследователския капацитет и качество за международна разпознаваемост и устойчивост на ТУ-София”, финансиран чрез Национален план за възстановяване и устойчивост, BG-RRP-2.004“. Поръчката цели доставка на 1 брой портативен уред за елементен анализ. Доставеното оборудване трябва да е ново, неупотребявано, в оригинални фабрични опаковки. Доставеното оборудване трябва да е комплектувано с необходимите елементи, така че да е работоспособно и да изпълнява функциите, заложени в спецификацията.",selec-w,71750.00,BGN,cat_0182,src_ted_opendata,file_ted_0226,lot:LOT-0001,2026-08-19
lot_00622,LOT-0001,not_0227,pro_0208,Transport des élèves pour les sorties pédagogiques,Montants minimum de 5000 euro(s) HT et maximum de 120 000 euro(s) HT par période,selec-w,,,cat_0183,src_ted_opendata,file_ted_0227,lot:LOT-0001,2026-08-19
lot_00623,LOT-0002,not_0227,pro_0208,Transport des élèves vers les équipements et les sites sportifs,Montants minimum de 5000 euro(s) HT et maximum de 150 000 euro(s) HT par période,selec-w,,,cat_0183,src_ted_opendata,file_ted_0227,lot:LOT-0002,2026-08-19
lot_00624,LOT-0003,not_0227,pro_0208,"Transport des enfants pour les sorties périscolaires, d'enfants et d'adolescents pendant les vacances scolaires",Montants minimum de 5000 euro(s) HT et maximum de 250 000 euro(s) HT par période,selec-w,,,cat_0183,src_ted_opendata,file_ted_0227,lot:LOT-0003,2026-08-19
lot_00625,LOT-0004,not_0227,pro_0208,Transport du public pour les manifestations,Montants minimum de 2000 euro(s) HT et maximum de 100 000 euro(s) HT par période,selec-w,,,cat_0183,src_ted_opendata,file_ted_0227,lot:LOT-0004,2026-08-19
lot_00626,LOT-0001,not_0228,pro_0209,Odbieranie i transport odpadów komunalnych od właścicieli nieruchomości zamieszkałych z terenu Gminy Oława do Instalacji Przetwarzania Odpadów Komunalnych w Gać,"Przedmiotem zamówienia jest odbieranie i transport odpadów komunalnych od właścicieli nieruchomości zamieszkałych na terenie Gminy Oława do Instalacji Przetwarzania Odpadów komunalnych w Gać (Zakład Gospodarowania Odpadami Komunalnymi Sp. z o. o.), zgodnie z przepisami ustawy z dnia z 13 września 1996 r. o utrzymaniu czystości i porządku w gminach, ustawy z dnia 14 grudnia 2012r. o odpadach oraz przepisami Regulaminu utrzymania czystości i porządku na terenie Gminy Oława – w brzmieniu aktualnym na dzień realizacji zamówienia.",clos-nw,,,cat_0027,src_ted_opendata,file_ted_0228,lot:LOT-0001,2026-08-19
lot_00627,LOT-0001,not_0229,pro_0210,Utrzymanie czystości i przejezdności dróg w granicach administracyjnych Gminy Świętochłowice,"1. Zamówienie obejmuje: a) droga wojewódzka na odcinku w granicach administracyjnych miasta Świętochłowice, tj. trasa główna, dwujezdniowa od granicy z miastem Chorzów do granicy z miastem Ruda Śląska wraz z węzłami ulica: Żołnierska - 2 łącznice, Bytomska – 4 łącznice, o łącznej długości 6,771 km b) drogi powiatowe o długości 23,375 km, c) drogi gminne o długości 45,357 km, d) drogi wewnętrzne o długości 6,184 km, e) chodniki, drogi rowerowe, parkingi, przejścia dla pieszych i inne miejsca o łącznej powierzchni 176 475 m2. Zamawiający zastrzega sobie prawo do zwiększenia zakresu do 10% 2. Letnie utrzymanie czystości jezdni, chodników, parkingów, dróg rowerowych i innych miejsc (od 01.03.2025 r. do 30.10.2025 r.) Letniemu utrzymaniu podlegają: a) droga wojewódzka (DW 902) - na odcinku w granicach administracyjnych miasta Świętochłowice obejmująca trasę główną, dwujezdniową od granicy z miastem Chorzów do granicy z miastem Ruda Śląska wraz z węzłami ulic: Żołnierska - 2 łącznice, Bytomska – 4 łącznice, rondo przy Orlenie łącznej długości 6,771 km, b) drogi powiatowe o długości 23,375 km, c) drogi gminne o długości 45,357 km, d) drogi wewnętrzne o długości 6,184 km, e) chodniki, drogi rowerowe, przejścia dla pieszych, parkingi 176 475m2. 3. Utrzymanie, opróżnianie koszy ulicznych z odpadów wraz z ich transportem i przekazaniem do miejsc przetwarzania tj. odzysku lub unieszkodliwiania. 4. IV Letnie i zimowe utrzymanie przystanków komunikacji miejskiej na terenie Miasta.",selec-w,,,cat_0184,src_ted_opendata,file_ted_0229,lot:LOT-0001,2026-08-19
lot_00628,LOT-0001,not_0230,pro_0211,Dostawa oleju napędowego wraz ze zbiornikiem magazynowym w formie dzierżawy na potrzeby Zakładu Gospodarki Komunalnej w Wieliczce w roku 2025,"3.1.1) Sukcesywna dostawa oleju napędowego (spełniającego wymagania określone w Rozporządzeniu Ministra Gospodarki z dnia 9 października 2015 r. w sprawie wymagań jakościowych dla paliw ciekłych (Dz.U. z 2015r., poz.1680 ze zm.) w planowanej ilości ON 200 000 litrów. 3.1.2) Udostępnienie w formie dzierżawy na okres trwania umowy zbiornika spełniającego warunki określone w Rozporządzeniu Ministra Gospodarki z dnia 18 września 2001 r. w sprawie warunków technicznych dozoru technicznego, jakim powinny odpowiadać zbiorniki bezciśnieniowe i niskociśnieniowe przeznaczone do magazynowania materiałów ciekłych zapalnych (Dz.U. Nr 113, poz. 1211 z późn. zm.) wraz z układem dystrybucyjnym do bezobsługowego poboru oleju napędowego identyfikującego niezależnie pojazdy samochodowe, maszyny i urządzenia oraz kierowców, służące do wewnętrznego tankowania pojazdów Zamawiającego, olejem napędowym. c) lokalizacja zbiornika – na terenie Zakładu Gospodarki Komunalnej w Wieliczce, Sp. z o.o. ul. Jedynaka",selec-w,952600,PLN,cat_0174,src_ted_opendata,file_ted_0230,lot:LOT-0001,2026-08-19
lot_00629,LOT-0001,not_0231,pro_0212,REMPLACEMENT DE 510 CHAUFFE-BAINS GAZ PAR DES CHAUFFE-EAUX ÉLECTRIQUES SUR LE QUARTIER NEUFCHÂTEL À REIMS (MARNE),REMPLACEMENT DE 510 CHAUFFE-BAINS GAZ PAR DES CHAUFFE-EAUX ÉLECTRIQUES SUR LE QUARTIER NEUFCHÂTEL À REIMS (MARNE),selec-w,,,cat_0185,src_ted_opendata,file_ted_0231,lot:LOT-0001,2026-08-19
